HGNC/MGI cnn_1 cnn_2 cnn_3 cnn_4 cnn_5 cnn_6 cnn_7 cnn_8 cnn_9 cnn_10 cnn_11 cnn_12 cnn_13 cnn_14 cnn_15 cnn_16 cnn_17 cnn_18 cnn_19 cnn_20 cnn_21 cnn_22 cnn_23 cnn_24 cnn_25 cnn_26 cnn_27 cnn_28 cnn_29 cnn_30 cnn_31 cnn_32 cnn_33 cnn_34 cnn_35 cnn_36 cnn_37 cnn_38 cnn_39 cnn_40 cnn_41 cnn_42 cnn_43 cnn_44 cnn_45 cnn_46 cnn_47 cnn_48 cnn_49 cnn_50 cnn_51 cnn_52 cnn_53 cnn_54 cnn_55 cnn_56 cnn_57 cnn_58 cnn_59 cnn_60 cnn_61 cnn_62 cnn_63 cnn_64 cnn_65 cnn_66 cnn_67 cnn_68 cnn_69 cnn_70 cnn_71 cnn_72 cnn_73 cnn_74 cnn_75 cnn_76 cnn_77 cnn_78 cnn_79 cnn_80 cnn_81 cnn_82 cnn_83 cnn_84 cnn_85 cnn_86 cnn_87 cnn_88 cnn_89 cnn_90 cnn_91 cnn_92 cnn_93 cnn_94 cnn_95 cnn_96 cnn_97 cnn_98 cnn_99 cnn_100 cnn_101 cnn_102 cnn_103 cnn_104 cnn_105 cnn_106 cnn_107 cnn_108 cnn_109 cnn_110 cnn_111 cnn_112 cnn_113 cnn_114 cnn_115 cnn_116 cnn_117 cnn_118 cnn_119 cnn_120 cnn_121 cnn_122 cnn_123 cnn_124 cnn_125 cnn_126 cnn_127 cnn_128 cnn_129 cnn_130 cnn_131 cnn_132 cnn_133 cnn_134 cnn_135 cnn_136 cnn_137 cnn_138 cnn_139 cnn_140 cnn_141 cnn_142 cnn_143 cnn_144 cnn_145 cnn_146 cnn_147 cnn_148 cnn_149 cnn_150 cnn_151 cnn_152 cnn_153 cnn_154 cnn_155 cnn_156 cnn_157 cnn_158 cnn_159 cnn_160 cnn_161 cnn_162 cnn_163 cnn_164 cnn_165 cnn_166 cnn_167 cnn_168 cnn_169 cnn_170 cnn_171 cnn_172 cnn_173 cnn_174 cnn_175 cnn_176 cnn_177 cnn_178 cnn_179 cnn_180 cnn_181 cnn_182 cnn_183 cnn_184 cnn_185 cnn_186 cnn_187 cnn_188 cnn_189 cnn_190 cnn_191 cnn_192 cnn_193 cnn_194 cnn_195 cnn_196 cnn_197 cnn_198 cnn_199 cnn_200 cnn_201 cnn_202 cnn_203 cnn_204 cnn_205 cnn_206 cnn_207 cnn_208 cnn_209 cnn_210 cnn_211 cnn_212 cnn_213 cnn_214 cnn_215 cnn_216
IGF1R 1.3056 0.2783 -1.5031 0.8334 1.2044 -0.3285 1.283 -0.1863 0.9584 -1.2638 -1.8483 -3.4155 -2.5864 -1.2045 -0.4137 2.3078 -0.4152 -0.0654 -2.7491 -2.4306 -4.036 -1.6156 1.7953 -0.1938 0.2237 -1.0485 -4.1507 0.7013 -1.3243 -2.6763 1.9181 2.4326 1.4114 0.8835 0.2096 -0.6929 3.139 0.8153 -0.3968 1.5822 2.3803 0.4253 1.149 0.5419 -3.0564 3.0646 -0.3649 2.1356 4.6804 4.7676 0.6464 3.0746 1.4832 0.3815 -1.436 -0.2114 -1.044 -1.0302 -0.9499 -0.7922 0.3911 -1.6366 -2.0541 -1.7566 -1.9208 -1.1243 -1.7849 -2.137 -1.7488 -1.339 -1.5317 -1.9776 0.2695 -1.4081 -0.1276 -1.8453 -0.3079 -1.6036 -2.976 -1.0427 -2.2888 -2.2164 -3.8424 -2.078 -3.1727 -3.8845 -2.4959 -2.9833 -4.2724 -3.6347 -3.5148 -2.4913 -4.1601 -1.6484 -2.7886 -1.4651 -7.8554 -6.4306 -5.6307 -2.9437 -2.7823 -3.2508 -0.4427 -0.7829 -0.5014 -3.7317 -4.1775 -2.6165 1.6567 -1.6348 -2.6487 1.576 -2.5659 -0.756 1.3265 0.2448 -0.3234 -2.1763 -5.9045 -5.201 0.3624 -2.7006 -2.7249 -0.4004 -1.7073 -0.0478 -2.1524 -1.929 -2.2485 -1.7911 -4.6141 -3.736 -2.2142 -2.3873 -2.4167 -2.8703 2.2584 -0.5787 3.1204 3.1578 4.2338 0.0273 2.1069 0.4782 -1.9277 1.7472 0.8137 3.7281 3.3576 2.422 1.8799 2.4588 0.5876 0.0898 1.9168 0.5565 1.9063 2.4127 1.7405 -0.989 -0.8688 -2.0519 1.4883 0.731 2.1565 -1.5176 -1.3781 -2.7251 2.1525 -0.2424 0.28 2.7758 -1.425 1.3695 -1.9458 -1.9677 -3.0045 1.6212 0.3803 3.1436 -0.044 -2.7239 -0.4782 -2.3876 -4.0478 -1.9099 0.0875 -1.2248 -0.8309 2.6979 0.5242 -2.1811 2.4059 1.3977 1.8245 -1.2876 0.1306 1.5977 1.1706 -0.4638 -0.7329 3.3519 2.2745 1.9026 -1.5128 1.4798 1.8855 -0.4558 -1.1828 -1.0111 1.2532 0.8109 2.7055 0.5434 1.8259 2.1509
INSR 2.0923 2.5799 -0.8594 1.2886 -0.1193 -1.1947 1.108 1.5135 1.8578 -0.6389 -0.596 -0.0304 -0.626 -0.8726 1.4305 1.9247 -1.0181 2.9611 -0.2577 -0.8505 -0.0201 -0.2576 1.5098 0.2483 1.9048 -1.6214 -0.7879 0.7884 0.104 -0.6093 2.4655 4.9712 3.8001 1.9155 0.2502 0.3898 0.6317 0.2507 0.521 2.1967 0.8923 -0.5673 1.2949 1.7453 -2.5655 3.0571 2.3148 0.367 5.3023 6.4087 0.4037 3.1396 3.9858 2.2219 -0.3664 -0.168 -1.7125 -0.7355 0.1335 -1.8881 0.8821 -0.3909 -2.852 0.0925 -1.0108 0.5574 0.3481 -1.2562 -0.7392 -0.0242 0.4335 0.2704 1.0115 -0.9282 0.7778 -0.0876 -0.3721 1.6327 1.5058 -1.1916 -1.7536 -1.6819 -3.8186 -2.1645 -3.2666 -3.8464 -3.8885 -1.6641 -4.8464 -3.369 -1.847 -2.012 -2.6142 -1.8776 -3.7806 -1.3553 -5.3911 -6.7849 -3.7586 -2.3238 -4.6463 -2.7284 0.1432 -3.6011 -1.3144 -1.9052 -4.8091 -2.0898 0.3143 -1.8539 -2.9837 3.1145 -2.6175 -1.6126 1.8777 1.7485 -0.0948 -1.3757 -3.0399 -3.8057 0.1378 -0.4477 -0.0336 0.8177 0.3268 0.7698 -2.2144 -3.6463 -2.231 -0.258 -6.8456 -3.0127 0.7202 -2.7595 -0.4572 -1.3155 3.2074 0.5852 -0.1687 1.2568 2.7861 -0.5314 0.2625 -0.6772 -1.9316 -0.6758 -1.2715 -1.7105 -1.3714 -3.264 0.1138 1.6808 -3.3676 -0.929 -0.9938 1.7104 0.6147 0.2669 0.494 -0.6251 -0.6869 -1.0567 0.8976 0.0963 1.5953 -0.533 -0.7774 -0.9203 2.2811 0.3364 1.0966 0.6939 -1.9001 0.8278 -1.557 -3.7232 -0.9353 0.5116 -0.1879 1.7044 -2.2992 -4.2402 -2.7488 -4.1587 -5.7428 -5.4965 -0.9367 -2.8557 -3.1576 1.1462 0.5565 -1.9319 -1.9459 -1.5513 0.5704 -2.2549 -0.8448 1.5091 -0.0085 1.0226 1.6586 1.1327 -1.8025 2.1067 -4.0786 -3.07 0.2092 1.117 -1.1142 0.2241 1.5576 -1.1361 2.2972 -0.4331 0.6358 2.42
IRAK4 0.1511 2.2958 2.8203 2.093 -1.3849 5.4784 0.8218 -0.5403 3.6398 -6.0011 -1.2865 1.1547 -0.6376 -1.2542 1.5609 0.456 0.0205 3.0266 -5.4096 -1.4492 -1.2002 -2.0837 -1.1058 -0.4533 0.2231 -0.0965 1.0801 -3.7272 -9.4319 -2.3805 -5.9802 -5.6718 -1.2373 -6.9433 -8.4862 -3.8711 -6.9627 -10.9627 -7.5763 -4.6839 -8.8916 -1.7472 -7.2043 -8.1716 -2.6523 -2.4988 -2.8979 -1.4661 -0.453 -1.0964 1.077 -2.0209 -2.6589 0.312 0.7219 1.2069 5.3051 -0.8322 -1.0476 -0.3154 1.6773 2.8084 -0.813 -1.7424 0.525 3.2857 0.4648 -0.0991 0.4708 -0.6564 0.4382 -2.9352 -2.9992 -0.4222 0.3864 -3.6365 -1.8578 0.4617 -2.7558 -0.6342 -2.1585 1.6464 -0.1592 -0.1391 2.1451 2.1452 -0.5303 1.6351 -1.3327 0.9428 3.2719 1.1219 3.4985 4.0896 3.3881 3.2284 4.746 1.0658 4.9445 2.4993 0.4369 0.2085 1.9561 1.4126 0.5603 2.1879 0.627 2.1974 0.1017 4.0427 -1.3026 3.4322 4.56 -0.9802 -3.2435 -3.0934 -2.9406 1.0608 1.0077 1.2105 1.6761 -0.8307 1.345 -1.3868 -1.3995 -1.7181 1.7034 3.0739 1.4753 2.5074 3.8869 1.8063 -0.1244 0.5238 -1.7494 1.0968 -4.995 -3.1006 1.2709 0.1712 -4.5853 2.4387 0.0866 -1.6739 1.1986 2.4483 -0.3803 0.0879 5.3952 2.5216 5.6444 7.2068 4.9878 1.2701 2.8174 -0.4208 1.0276 6.4762 -0.9392 4.438 7.3158 3.3002 -1.9117 -2.2568 -0.1584 -0.4262 1.6969 3.6506 -2.4023 -0.8774 -0.6307 -0.6162 -2.0746 -3.0282 2.1991 2.6095 -3.1054 -1.7652 -1.0932 -4.8084 2.1489 2.7043 1.1428 4.5487 7.6673 3.258 2.7756 5.4664 -0.1336 6.1435 4.8067 -0.8996 1.3877 1.8386 -0.2074 -0.8611 -2.9419 0.6013 5.3296 5.9208 -0.4968 4.8368 4.9705 -2.315 -2.2481 -4.356 -1.9942 0.4355 2.2822 -0.4492 0.5299 1.4144 -3.0502 -3.4955 -1.5872 -1.8311
ITK 0.0039 1.9596 -2.7197 0.0302 -4.084 -5.8793 1.3246 1.1742 1.3355 0.0826 -1.6911 -1.4964 -1.8231 -4.7234 -5.6431 2.5499 1.1524 -1.0569 -3.5331 -2.1548 -0.6758 -1.7636 -1.798 -3.346 1.3393 -0.5671 -1.9054 1.3574 -2.5335 -0.1703 1.0294 1.8769 1.949 1.7113 -2.3995 -2.3126 2.6354 0.4334 2.2025 1.3529 -0.9803 4.1478 -3.8289 -2.8929 -2.5116 1.3031 2.8653 5.5752 5.809 4.5444 5.5785 0.7223 0.0616 1.4376 0.9544 1.0727 2.0256 -1.9494 1.6922 0.1542 0.6832 2.1951 -0.0132 1.2499 0.3844 2.4503 0.3747 2.829 1.8166 -0.5062 0.816 -0.7679 1.1023 -1.7015 1.139 1.063 0.8339 0.9875 0.2467 2.5433 -1.2672 -2.5017 -5.1888 -3.5805 -5.4984 -4.4138 -5.2327 0.8032 -4.7595 -3.1638 -3.2403 -3.5651 -4.3008 -4.736 -3.464 -3.8228 -4.9942 -6.601 -7.0078 -2.553 -3.2892 -5.5721 0.3665 -0.6528 -4.9967 -1.1703 -2.5795 -3.0346 -0.7302 -2.7187 -3.986 4.2839 -0.2403 -0.2685 2.0352 2.3882 1.0907 -5.122 -7.0429 -4.2497 -1.9446 -5.7357 -3.4121 -2.6145 -2.381 -2.183 -3.2255 -3.5389 -2.6427 2.0315 -3.9885 -3.512 0.967 0.348 -2.0707 0.8221 2.0626 -1.1906 2.8723 4.504 0.0098 1.7911 -0.6804 -2.8042 -0.857 0.1446 -2.9067 -1.0712 5.7601 -0.0018 3.1651 5.1083 3.1632 1.534 -2.5181 -2.6123 1.0575 2.8758 -2.2211 -0.6745 1.6321 0.1624 2.9582 1.8062 0.9391 4.254 2.61 3.4786 4.8096 4.5457 3.4997 2.1475 -1.8143 0.93 -0.2957 -1.189 -2.4308 2.0443 1.6616 2.0278 -2.2281 -0.3632 -0.4151 -1.3147 1.808 -1.3601 2.2824 3.2441 0.7871 0.702 -0.7236 -1.5122 -4.2479 -3.7833 -0.8956 -0.2686 0.5175 3.7152 -1.4514 -1.0032 -1.2197 1.0533 -4.749 -5.3618 -2.3467 -3.0857 0.1262 -1.3256 -2.2909 -3.7617 1.3938 -4.311 -1.4356 -0.7579 -1.5125 -0.1962
KDR 0.9019 1.0523 1.2341 0.804 1.972 1.6309 -0.8237 0.3444 -1.5125 -1.9272 1.7858 -1.0459 -0.6975 -1.1581 -0.3462 0.148 -0.2892 1.4474 0.1455 0.17 -0.1678 -0.3445 -1.292 -0.0887 1.0658 0.241 -0.5975 -3.7955 0.5584 -0.8433 -1.2262 1.9263 3.55 -2.095 1.3992 1.0058 -2.6631 -2.4271 0.0008 -1.1257 -2.3329 3.1501 -2.3489 2.1816 -0.1413 1.1686 0.6785 0.7933 -1.0038 -0.4823 0.6275 -0.4246 -0.0131 -3.4063 0.1835 -0.5602 2.3414 2.9304 0.0129 0.3148 2.2881 -2.4998 -0.6245 1.6869 0.2377 -1.0055 1.5382 1.4015 -1.644 -1.5789 -0.2896 -0.9628 1.7678 1.1196 0.2077 2.4158 0.6725 0.3582 0.6069 -1.6808 -3.6086 1.5263 0.5244 1.477 2.9009 2.5441 0.8057 0.1976 1.9171 0.3343 -0.1233 2.3149 0.1193 1.262 0.8518 -0.902 -1.7901 -0.9577 1.439 -1.6327 -0.4356 -1.7468 -0.4444 0.6173 -3.1299 -1.3371 0.2282 0.2708 -1.3689 -2.826 -0.9695 2.1191 -2.0302 0.9883 -1.0789 -1.6116 1.8509 -0.903 -0.9588 -2.3738 -3.8263 -3.3754 -4.4756 -3.2506 -3.1119 -0.8882 -2.8467 -3.8857 -2.848 -2.7293 -3.5837 -2.9941 -1.0827 -0.0786 0.0792 1.6749 2.901 4.6985 0.2181 5.4327 3.8219 2.3904 3.7091 3.1203 2.1153 2.9104 -0.3909 1.9226 10.1911 1.7793 3.0841 7.304 2.1699 4.3712 2.9178 0.6422 1.6899 4.1904 0.2635 -0.0128 -0.164 -0.7697 -2.1402 -3.4296 -7.5582 -2.8132 -2.2079 -1.4462 -2.3404 -2.9351 -2.648 1.3915 -0.5944 -0.4591 4.4195 3.8756 1.853 -0.2033 -0.1577 0.3738 -1.1996 -1.0409 1.1294 0.7264 0.3831 1.7278 -1.19 0.0157 0.888 1.6926 1.7568 -5.2966 3.4408 2.119 1.433 -0.2631 1.5203 0.1197 -3.0053 -0.5516 -3.528 -0.1366 -0.7933 -2.1137 -5.1678 -2.7861 -5.3583 -1.406 0.3437 -0.9174 0.6718 -0.5583 -0.3634 -0.3818 0.8574 0.238
KIT 2.0018 3.2184 3.1535 3.377 4.2582 2.3783 1.5425 2.6159 0.8863 1.0716 1.1531 0.6761 2.7923 2.6948 1.2576 2.2868 2.729 1.4706 1.7215 0.7027 0.0183 1.3014 -0.2765 -0.1217 1.3406 1.5707 -0.4761 0.7398 0.8234 -0.9055 -0.1337 0.546 1.7173 0.2524 -0.0001 1.0885 -2.2378 -3.8112 -3.321 -0.1945 -1.905 -1.5926 -0.3182 -1.8017 -2.2227 0.3364 -0.8166 -0.0327 0.1076 -0.1226 -0.908 0.1913 -0.7446 -0.2347 -1.5837 -0.8948 -0.6 0.1982 0.6207 -2.8246 1.0105 0.5847 -1.3559 -1.4666 -2.8102 -4.2813 1.2138 -2.7095 -3.4946 0.2035 0.6092 -0.4199 0.8548 1.0969 -0.4356 1.0942 -0.0181 -0.4342 0.1659 0.1509 -0.9879 1.0665 0.0538 -0.2028 -0.5776 1.2742 -0.8953 0.4134 0.1506 -1.6561 0.3975 1.2881 0.2465 -1.2813 1.1599 1.894 -1.4652 0.47 0.4153 -0.7362 -0.4104 -0.9939 -1.5773 -0.3769 -1.5267 -1.2832 -0.3984 -2.0837 -0.5707 -2.3702 -1.1453 0.7252 -0.7577 0.4384 0.9078 0.1194 2.2525 0.9489 1.6726 2.0311 1.2113 1.9846 2.5298 0.192 0.4129 1.0091 -0.6969 -1.4374 -0.781 -0.3492 -0.349 -0.2118 0.1846 0.7016 -0.0217 2.1777 5.4556 4.8245 2.5034 5.6826 8.2913 2.3724 4.4801 6.8352 2.3891 3.8357 3.5439 3.2708 6.1983 5.6887 3.553 5.2899 5.643 1.4068 2.9138 1.5102 1.517 1.9167 1.6122 1.3908 0.6601 1.9946 -1.8477 -3.4512 -4.8694 -0.8782 -1.3115 -3.5466 -1.1441 -3.1091 -2.437 0.0034 -2.8777 -1.6607 -0.4087 -1.8398 -0.8947 -0.1756 -0.4757 0.7527 -0.8051 -0.55 -0.1595 -0.9545 -0.1247 0.2649 -0.6189 1.029 0.959 1.4191 1.176 -0.2631 -0.2838 -1.0458 0.6223 -1.2289 -0.3974 2.0672 -2.6734 -2.6447 0.312 -2.4716 -2.1891 -1.5577 -0.6422 -2.7243 -2.1589 -0.0891 -0.2524 0.1117 0.2129 -1.1991 -0.7027 0.1897 -0.8647 0.4907
LCK 1.7833 2.4911 1.1786 3.1735 1.6361 1.0699 0.42 1.8082 1.0686 1.5964 4.8588 2.3699 3.158 4.0261 3.1275 3.8259 3.3345 3.1665 1.9007 3.7288 2.7831 2.1655 3.0626 2.4503 3.1633 3.2454 2.61 -1.6381 0.2 -0.9997 0.4132 3.3881 3.5823 1.2798 0.9106 0.1126 -1.7137 -1.3997 -2.1781 -1.099 -3.4055 -0.0568 -1.776 1.2818 -2.7596 0.4864 0.9366 0.2773 0.2988 1.4175 0.9221 1.1093 2.1521 -0.6349 0.6073 -0.3237 1.2435 1.5677 0.8935 0.4262 2.2898 -0.8154 0.7873 0.9634 0.651 -0.74 3.7338 2.024 -0.3582 2.2403 0.2124 -1.3477 -0.2257 -0.3891 -0.3875 1.4656 1.3784 1.0832 2.6047 1.765 -1.3378 0.3734 0.4076 1.5341 0.6017 1.1176 0.7942 -0.2859 -0.9216 0.0121 0.388 0.2143 0.3209 1.8161 0.6215 1.0414 -1.6344 -2.3932 1.1596 0.5625 -0.3533 -0.6013 1.2998 -0.1221 -0.6804 -1.3057 -1.4615 0.3522 -0.9797 -0.0261 -0.5867 2.6047 -1.2996 -0.7256 0.9123 0.9999 1.2418 -1.8308 -1.2314 -1.9219 -1.9059 -0.8424 -1.5007 -1.4014 -0.403 1.8616 -1.1516 -0.9718 -0.1553 -0.6455 -1.6949 -1.2978 1.5637 1.1372 1.7518 -0.5395 -0.6772 1.6639 -0.0257 2.8252 0.2979 0.2383 -0.1365 -0.3942 0.431 -1.5181 -0.9591 0.6667 5.309 0.3763 0.5946 2.3764 -0.5797 1.5754 0.131 -0.735 1.6697 4.0803 0.5598 0.9867 0.0377 -0.063 -0.141 2.1862 -2.0776 -0.169 3.5195 1.7744 -0.004 2.0772 0.2794 1.2471 2.172 1.0783 1.8863 2.0608 0.997 -0.1162 1.118 1.0862 0.7268 1.4018 1.9186 2.163 3.5476 1.0555 0.8651 1.8612 1.8732 2.1887 2.3085 -1.4602 2.3533 2.6782 1.9653 -0.8287 0.5024 0.6633 2.3009 5.6779 0.5031 4.088 3.0576 1.5358 -2.7204 -0.7996 -0.3828 1.7033 3.7015 1.9021 3.1069 2.1277 1.3148 -0.1559 0.5048 1.4513
MAP2K1 1.9778 2.5455 2.5127 -0.1407 0.3597 2.3555 -0.8186 0.7491 0.84 -0.8707 1.0812 -0.8418 -2.6296 0.0101 -0.2634 2.6201 2.3484 1.5813 -2.6487 -1.2125 -0.8199 -1.9296 -1.2601 0.7761 0.303 0.4109 -0.2018 -0.2317 -2.44 2.3233 -2.6104 1.4381 3.0539 -0.9281 -1.8488 -0.5149 0.5085 -1.0052 3.0076 3.2749 1.5264 2.8623 0.3909 3.0358 3.1023 1.8658 0.1055 1.6852 1.6645 2.3006 0.7706 0.0724 2.225 1.3257 0.8937 3.2984 3.5776 2.9311 4.2524 3.0593 3.4015 2.2395 2.1779 2.3971 -0.8672 -0.4692 5.2887 4.6792 2.7168 2.1581 3.1207 0.5425 1.0008 0.5831 -0.0334 -1.0042 2.2208 2.0079 -0.2411 0.8485 -1.4705 -3.0982 0.1764 -0.995 -0.6451 -0.2664 -0.821 1.6137 -0.7067 -1.8838 -2.5894 -3.7713 -4.6195 -0.7518 -4.8698 -5.8202 -1.1632 -4.6304 -1.9217 -0.4901 -1.4204 -1.3819 -0.4788 -1.9119 -1.9674 -0.6748 -2.0619 -0.7508 2.406 1.3245 -1.5684 2.01 -1.3735 -0.3683 1.5251 -0.3913 1.6347 0.9996 -2.3841 -2.8823 3.2819 -2.5389 -1.5568 2.2029 0.7064 -1.2709 -0.3252 0.1019 0.2262 -0.7555 -0.8947 -0.2822 -0.7663 0.8506 -1.0809 -3.2651 -1.2661 -0.5618 0.0142 -0.5754 -0.2172 -1.7748 2.7981 0.5508 -1.3201 0.8735 1.4839 1.4801 4.5297 -0.2384 2.4176 7.8241 1.2119 1.1609 2.5555 -1.2579 2.5472 2.471 -2.528 0.9277 1.7616 -0.7322 -0.0701 -0.9199 1.7659 3.2021 1.2139 2.1804 2.2112 -0.0478 2.022 1.2386 1.9913 -2.6495 2.0386 3.4179 -2.8333 5.064 4.5183 3.2951 1.2447 0.8608 0.3974 3.0413 3.4933 1.0595 3.1233 4.3003 1.1677 1.599 0.3654 -2.781 -1.3416 -4.7438 -2.4362 -1.7621 -2.0872 0.1087 2.2535 -1.3828 -2.3097 0.9617 -5.984 -0.8465 -2.7814 -5.6575 -2.6193 -1.3288 -0.6442 0.0021 -1.735 -2.4411 -1.009 -2.3211 -0.779 -0.5637
MAP2K7 -1.4027 -0.0999 -0.9296 -2.5362 -1.8149 -3.0805 -2.019 0.949 -0.5985 -2.9795 -1.9797 -2.0335 -7.5362 -0.7635 -6.3874 -0.9057 0.2947 0.9512 -3.5905 -0.6985 -1.394 -2.5902 0.5107 -2.2215 -0.86 -1.9777 -2.3532 -2.2352 -2.4075 2.4147 -4.8893 1.8178 2.6499 -4.2064 -3.4291 -1.227 0.9957 1.5127 4.5006 2.129 2.5624 5.489 0.5959 1.8864 1.9204 1.4067 1.2272 3.6257 2.2551 0.1473 -0.082 -1.0082 1.99 3.9425 0.5192 3.9288 3.9784 -0.1304 2.0909 0.4706 1.772 0.431 1.4635 1.0454 -0.9739 0.5047 1.8708 6.0556 2.9378 1.7268 3.802 0.4516 1.0839 -0.3235 1.2007 -1.288 0.471 2.167 1.0132 -0.2474 -2.9669 -2.3986 -0.0933 -0.962 -2.8257 0.3498 -1.2084 -0.9461 -0.8194 -2.3894 -2.2582 -0.4005 -3.1254 -0.186 -1.7 -3.6685 -2.0843 -2.0905 -1.2183 -2.6253 -1.5476 -3.3496 -0.8001 0.1962 -2.1335 0.5933 0.6756 -1.3825 -0.7078 -4.92 -6.6395 -1.2891 -5.7603 -4.2465 -0.3175 -2.9778 -0.3039 -2.7227 -4.6783 -4.6638 -2.6271 -3.8923 -7.6158 3.1606 -0.5401 -1.3033 -4.1424 -3.8881 -4.0774 -6.2806 -5.3229 -5.3314 -2.9181 -2.65 -4.7198 -2.2418 -1.4032 2.0418 5.5465 2.0072 8.2108 -0.2389 3.2022 1.667 -1.0341 0.3674 -0.172 3.3199 -0.1989 -0.2678 1.4074 6.6629 -3.906 2.1379 1.4879 0.74 2.8366 1.2534 -0.9203 -0.1799 3.7087 -0.9817 -0.3359 -0.2846 -1.1086 2.1526 2.6263 1.2805 2.1073 1.3794 2.8175 1.2347 0.5147 -1.2928 3.604 1.5441 -2.9133 6.8775 6.7653 8.4634 -2.0259 -0.7177 -0.3263 -2.8877 1.1189 -2.7261 0.7371 2.3679 -0.3663 2.0211 0.4763 -3.7349 -4.0996 -4.5433 -5.3475 -2.1469 -0.1039 -0.4851 -0.9126 0.0404 -2.2164 -0.4895 -4.5754 -3.8464 -4.2924 -1.309 -2.862 -1.5629 -1.4649 -3.947 -3.23 -1.0923 -4.7909 -0.4295 0.5981 -1.5128
MAP3K5 1.9829 2.4787 1.5172 -0.6961 0.082 3.2146 -4.3772 -3.3717 -2.1675 -3.5329 2.1257 0.319 -4.0341 4.9839 4.5556 -1.0434 2.5084 7.2559 -5.4059 -2.0999 -0.9601 -7.5278 -0.09 0.3925 -2.9431 -0.2199 1.0484 -3.8565 -5.2042 0.6259 -8.8603 -7.3369 -0.4341 -4.6374 -7.2716 -1.977 -3.0298 -5.2863 2.105 -1.9227 -7.2713 3.2823 -4.3661 -5.4048 4.236 -1.6896 -5.1749 -2.5647 -0.7478 -3.7746 -2.4551 -4.2454 -4.9785 -0.3434 1.0378 -0.4105 2.5548 3.8484 1.3649 3.2189 6.6548 3.917 1.4988 2.7222 3.7497 5.86 5.8793 5.9263 7.7919 5.2959 5.5521 0.5327 -1.5313 0.3378 0.357 -0.8496 1.2872 2.0626 1.4452 -0.295 -2.6397 -2.1337 -1.3205 -2.3703 0.9019 2.0083 -1.078 2.494 2.5943 0.2572 -1.3599 -5.1488 -4.5339 1.4602 -4.3998 -5.5354 3.64 -5.2716 -4.9622 1.6372 0.459 0.7031 3.0523 2.0739 0.843 5.3358 1.2763 -0.4046 -0.8416 0.4386 -0.8103 -0.0767 -1.7071 -2.6162 -0.7027 -6.7202 -2.4929 -1.2409 0.8615 -1.5343 1.3644 1.9965 -2.7124 0.9582 -2.2678 -3.9932 0.2648 3.9915 1.8825 -0.3268 4.2022 1.0663 -1.1669 1.33 -3.3 -1.6177 -6.2203 -3.8017 -2.4422 -8.4154 -3.2659 -2.5662 0.4948 -3.0348 -3.4921 -4.9311 -1.2102 -1.1602 -0.6897 -2.6321 2.3929 9.1603 -1.9559 -0.0472 1.1961 -0.7307 4.1239 3.8783 -0.6948 3.225 11.9056 2.6973 -2.558 -2.7107 -0.6757 0.135 0.8445 0.1834 -2.6235 1.5857 3.8817 -2.3871 -3.0748 -3.656 1.5373 4.5827 -1.6615 0.2797 3.333 -0.0733 0.1651 0.2079 -2.0401 2.3753 3.0146 -1.6272 3.3935 3.0409 -3.0348 2.5345 2.0615 -1.1915 -3.3806 -0.9029 -2.0796 -2.651 -0.163 0.7316 4.2131 8.0717 1.1679 0.5884 -1.3815 -4.8989 -3.3871 -1.9107 1.444 0.5969 1.6171 -0.7801 0.3771 1.5848 -5.0748 -0.7206 -0.2657 -3.2875
